"","am_sid","sciname"
"11544","Fis-54471","Helicolenus fedorovi"
"11545","Fis-54480","Hozukius guyotensis"
"11546","Fis-54482","Thysanichthys crossotus"
"11547","Fis-54485","Scorpaena onaria"
"11548","Fis-54493","Eptatretus cirrhatus"
"11549","Fis-54498","Eptatretus longipinnis"
"11550","Fis-54503","Rhinopias xenops"
"11551","Fis-54504","Laeops cypho"
"11552","Fis-54506","Adelosebastes latens"
"11553","Fis-54507","Symphurus septemstriatus"
"11554","Fis-54508","Plectrogenium nanum"
"11555","Fis-54510","Pteroidichthys amboinensis"
"11556","Fis-54514","Minous pusillus"
"11557","Fis-54518","Samariscus longimanus"
"11558","Fis-54521","Ocosia vespa"
"11559","Fis-54522","Ocosia fasciata"
"11560","Fis-54525","Paraploactis kagoshimensis"
"11561","Fis-54527","Engyprosopon obliquioculatum"
"11562","Fis-54529","Hoplichthys langsdorfii"
"11563","Fis-54536","Hoplichthys fasciatus"
"11564","Fis-54537","Hemilepidotus gilberti"
"11565","Fis-54543","Icelus gilberti"
"11566","Fis-54545","Icelus cataphractus"
"11567","Fis-54551","Icelus canaliculatus"
"11568","Fis-54553","Icelus perminovi"
"11569","Fis-54558","Icelus ochotensis"
"11570","Fis-54560","Stelgistrum stejnegeri"
"11571","Fis-54564","Daruma sagamia"
"11572","Fis-54566","Astrocottus leprops"
"11573","Fis-54568","Stlengis osensis"
"11574","Fis-54572","Stlengis distoechus"
"11575","Fis-54585","Etmopterus molleri"
"11576","Fis-54609","Porocottus allisi"
"11577","Fis-54612","Argyrocottus zanderi"
"11578","Fis-54614","Cottiusculus gonez"
"11579","Fis-54615","Cottiusculus schmidti"
"11580","Fis-54624","Artediellus camchaticus"
"11581","Fis-54625","Gymnocanthus herzensteini"
"11582","Fis-54627","Gymnocanthus intermedius"
"11583","Fis-54628","Gymnocanthus detrisus"
"11584","Fis-54643","Bero elegans"
"11585","Fis-54647","Urolophus expansus"
"11586","Fis-54663","Malacocottus gibber"
"11587","Fis-54677","Agonomalus jordani"
"11588","Fis-54683","Occella iburia"
"11589","Fis-54691","Urolophus paucimaculatus"
"11590","Fis-54696","Tilesina gibbosa"
"11591","Fis-54701","Podothecus sachi"
"11592","Fis-54704","Bothragonus occidentalis"
"11593","Fis-54705","Anoplagonus occidentalis"
"11594","Fis-54707","Lepidotrigla alata"
"11595","Fis-54710","Lepidotrigla abyssalis"
"11596","Fis-54720","Aptychotrema vincentiana"
"11597","Fis-54723","Peristedion orientale"
"11598","Fis-54724","Peristedion nierstraszi"
"11599","Fis-54769","Dactyloptena gilberti"
"11600","Fis-54773","Eumicrotremus schmidti"
"11601","Fis-54780","Eumicrotremus pacificus"
"11602","Fis-54783","Eumicrotremus barbatus"
"11603","Fis-54784","Cyclopteropsis bergi"
"11604","Fis-54785","Cyclopteropsis lindbergi"
"11605","Fis-54787","Irolita waitii"
"11606","Fis-54790","Pavoraja alleni"
"11607","Fis-54800","Pavoraja nitida"
"11608","Fis-54838","Aseraggodes filiger"
"11609","Fis-54847","Aseraggodes kaianus"
"11610","Fis-54854","Aseraggodes dubius"
"11614","Fis-54868","Lethotremus awae"
"11615","Fis-54870","Liparis miostomus"
"11616","Fis-54872","Liparis punctulatus"
"11617","Fis-54877","Liparis frenatus"
"11618","Fis-54878","Liparis agassizii"
"11619","Fis-54879","Liparis ochotensis"
"11620","Fis-54882","Liparis tessellatus"
"11621","Fis-54885","Careproctus rhodomelas"
"11622","Fis-54892","Careproctus macrodiscus"
"11623","Fis-54893","Careproctus bathycoetus"
"11624","Fis-54895","Careproctus furcellus"
"11625","Fis-54896","Careproctus cypselurus"
"11626","Fis-54898","Careproctus trachysoma"
"11627","Fis-54899","Careproctus acanthodes"
"11628","Fis-54900","Careproctus rastrinus"
"11629","Fis-54902","Lipariscus nanus"
"11630","Fis-54903","Paraliparis grandis"
"11631","Fis-54906","Paraliparis entochloris"
"11632","Fis-54907","Paraliparis rosaceus"
"11633","Fis-54909","Careproctus colletti"
"11634","Fis-54910","Careproctus roseofuscus"
"11635","Fis-54976","Pherallodus indicus"
"11636","Fis-54999","Lepadichthys frenatus"
"11637","Fis-55013","Centrodraco acanthopoma"
"11638","Fis-55015","Draconetta xenica"
"11639","Fis-55018","Bathycallionymus kaianus"
"11640","Fis-55019","Callionymus formosanus"
"11641","Fis-55024","Neosynchiropus ocellatus"
"11642","Fis-55055","Synchiropus kiyoae"
"11643","Fis-55068","Taeniopsetta ocellata"
"11644","Fis-55070","Tosarhombus octoculatus"
"11645","Fis-55077","Psettina tosana"
"11646","Fis-55078","Laeops kitaharae"
"11647","Fis-55089","Cleisthenes herzensteini"
"11648","Fis-55090","Lepidopsetta bilineata"
"11649","Fis-55096","Aseraggodes kobensis"
"11650","Fis-55097","Soleichthys heterorhinos"
"11651","Fis-55098","Zebrias fasciatus"
"11652","Fis-55102","Symphurus orientalis"
"11653","Fis-55104","Paratriacanthodes retrospinis"
"11654","Fis-55105","Acreichthys hajam"
"11655","Fis-55108","Cantherhines dumerilii"
"11656","Fis-55111","Thamnaconus septentrionalis"
"11657","Fis-55112","Brachaluteres ulvarum"
"11658","Fis-55114","Kentrocapros aculeatus"
"11659","Fis-55116","Hydrolagus ogilbyi"
"11660","Fis-55118","Symphurus gilesii"
"11661","Fis-55121","Kentrocapros flavofasciatus"
"11662","Fis-55124","Takifugu flavidus"
"11663","Fis-55125","Takifugu poecilonotus"
"11664","Fis-55130","Histiobranchus bruuni"
"11665","Fis-55131","Saccopharynx schmidti"
"11666","Fis-55216","Takifugu chrysops"
"11667","Fis-55217","Lagocephalus wheeleri"
"11668","Fis-55259","Gerres baconensis"
"11669","Fis-55304","Symphurus regani"
"11670","Fis-55363","Gnathophis longicauda"
"11671","Fis-55364","Symphurus trifasciatus"
"11672","Fis-55367","Gnathophis umbrellabius"
"11673","Fis-55395","Arnoglossus arabicus"
"11674","Fis-55402","Pseudorhombus annulatus"
"11675","Fis-55408","Pardachirus balius"
"11676","Fis-55409","Bathyraja abyssicola"
"11677","Fis-55412","Solea stanalandi"
"11678","Fis-55417","Zebrias captivus"
"11679","Fis-55421","Pseudanthias heemstrai"
"11680","Fis-55422","Rabaulichthys altipinnis"
"11681","Fis-55423","Rabaulichthys stigmaticus"
"11682","Fis-55424","Diploprion drachi"
"11683","Fis-55425","Plesiops nigricans"
"11684","Fis-55429","Pseudochromis olivaceus"
"11685","Fis-55430","Pseudochromis springeri"
"11686","Fis-55431","Pseudochromis dixurus"
"11687","Fis-55432","Pseudochromis sankeyi"
"11688","Fis-55433","Pseudochromis perspicillatus"
"11689","Fis-55434","Pseudochromis pylei"
"11690","Fis-55435","Pseudochromis persicus"
"11691","Fis-55439","Cheilodactylus plessisi"
"11692","Fis-55465","Paraplagusia blochii"
"11693","Fis-55482","Ogilbyina queenslandiae"
"11694","Fis-55519","Serrivomer jesperseni"
"11695","Fis-55581","Ichthyococcus intermedius"
"11696","Fis-55596","Argyripnus iridescens"
"11697","Fis-55607","Polyipnus aquavitus"
"11698","Fis-55608","Polyipnus elongatus"
"11699","Fis-55613","Polyipnus kiwiensis"
"11700","Fis-55615","Polyipnus ruggeri"
"11701","Fis-55643","Astronesthes lupina"
"11702","Fis-55644","Astronesthes psychrolutes"
"11703","Fis-55650","Bathophilus abarbatus"
"11704","Fis-55662","Eustomias australensis"
"11705","Fis-55669","Eustomias multifilis"
"11706","Fis-55670","Eustomias satterleei"
"11707","Fis-55671","Eustomias vitiazi"
"11708","Fis-5571","Cheilopogon exsiliens"
"11709","Fis-55717","Photonectes gracilis"
"11710","Fis-55752","Chascanopsetta prorigera"
"11711","Fis-55811","Talismania bifurcata"
"11712","Fis-55830","Chascanopsetta crumenalis"
"11713","Fis-55852","Arnoglossus sayaensis"
"11714","Fis-55856","Tosarhombus smithi"
"11715","Fis-55887","Symphurus civitatium"
"11716","Fis-55910","Symphurus tessellatus"
"11717","Fis-55933","Symphurus oculellus"
"11718","Fis-55937","Symphurus caribbeanus"
"11719","Fis-55964","Scopelosaurus ahlstromi"
"11720","Fis-55967","Symphurus elongatus"
"11721","Fis-55978","Rosenblattichthys alatus"
"11722","Fis-55981","Ipnops murrayi"
"11723","Fis-55982","Plectorhinchus obscurus"
"11724","Fis-55986","Paraplagusia sinerama"
"11725","Fis-55988","Synodus similis"
"11726","Fis-55990","Syacium guineensis"
"11727","Fis-55994","Saurida filamentosa"
"11728","Fis-56023","Lestrolepis japonica"
"11729","Fis-56053","Bolinichthys nikolayi"
"11730","Fis-56079","Diaphus danae"
"11731","Fis-56113","Diaphus drachmanni"
"11732","Fis-56163","Bothrocara molle"
"11733","Fis-56185","Lycenchelys jordani"
"11734","Fis-56215","Batrachomoeus dubius"
"11735","Fis-56243","Brachionichthys hirsutus"
"11736","Fis-56283","Echinophryne reynoldsi"
"11737","Fis-56289","Histiophryne bougainvilli"
"11738","Fis-56329","Coelorinchus kishinouyei"
"11739","Fis-56332","Coelorinchus japonicus"
"11740","Fis-56333","Coelorinchus parallelus"
"11741","Fis-56344","Rhycherus gloveri"
"11742","Fis-56387","Symphurus woodmasoni"
"11743","Fis-56411","Himantolophus appelii"
"11744","Fis-56412","Zenarchopterus pappenheimi"
"11745","Fis-56424","Oneirodes sabex"
"11746","Fis-56432","Gigantactis paxtoni"
"11747","Fis-56463","Linophryne densiramus"
"11748","Fis-56464","Linophryne indica"
"11749","Fis-56466","Leptosynanceia asteroblepa"
"11750","Fis-56509","Secutor hanedai"
"11751","Fis-56513","Secutor megalolepis"
"11752","Fis-56528","Gerres macracanthus"
"11753","Fis-56567","Bregmaceros japonicus"
"11754","Fis-56595","Proteracanthus sarissophorus"
"11755","Fis-56596","Zalanthias kelloggi"
"11756","Fis-56601","Plectranthias yamakawai"
"11757","Fis-5661","Upeneus oligospilus"
"11758","Fis-56610","Odontanthias unimaculatus"
"11759","Fis-56611","Odontanthias flagris"
"11760","Fis-56618","Sacura margaritacea"
"11762","Fis-56732","Bregmaceros rarisquamosus"
"11763","Fis-56745","Genypterus tigerinus"
"11764","Fis-56746","Glyptophidium japonicum"
"11765","Fis-56747","Glyptophidium lucidum"
"11766","Fis-56751","Pycnocraspedum squamipinne"
"11767","Fis-56760","Dermatopsis macrodon"
"11768","Fis-56763","Dermatopsis multiradiatus"
"11769","Fis-56764","Diancistrus longifilis"
"11770","Fis-56766","Dipulus caecus"
"11771","Fis-56790","Eurypleuron owasianum"
"11772","Fis-56797","Echiodon rendahli"
"11773","Fis-56798","Arius gagora"
"11774","Fis-56804","Asthenomacrurus victoris"
"11775","Fis-56808","Lycodapus microchir"
"11776","Fis-5681","Chlorurus gibbus"
"11777","Fis-56812","Melanostigma orientale"
"11778","Fis-56813","Bathygadus cottoides"
"11779","Fis-56814","Sebastes oblongus"
"11780","Fis-56818","Conidens laticephalus"
"11781","Fis-56826","Cetonurus crassiceps"
"11782","Fis-5683","Chlorurus microrhinos"
"11783","Fis-56833","Coelorinchus matamua"
"11784","Fis-56835","Coelorinchus mirus"
"11785","Fis-56837","Lycodes macrolepis"
"11786","Fis-56840","Lycodes brunneofasciatus"
"11787","Fis-56841","Lycodes soldatovi"
"11788","Fis-56843","Bothrocarina nigrocaudata"
"11789","Fis-56844","Bothrocarina microcephala"
"11790","Fis-56848","Alectrias benjamini"
"11791","Fis-56858","Cirrhilabrus roseafascia"
"11792","Fis-56864","Cirrhilabrus rubrisquamis"
"11793","Fis-56865","Cirrhilabrus randalli"
"11794","Fis-56917","Omobranchus zebra"
"11795","Fis-56926","Eleutherochir opercularis"
"11796","Fis-56937","Butis humeralis"
"11797","Fis-56941","Hypseleotris leuciscus"
"11798","Fis-56954","Acentrogobius cyanomos"
"11799","Fis-56981","Drombus globiceps"
"11800","Fis-56989","Drombus kranjiensis"
"11801","Fis-56990","Fowleria flammea"
"11802","Fis-56996","Siphamia corallicola"
"11803","Fis-56997","Hemigobius hoevenii"
"11804","Fis-57013","Parapocryptes serperaster"
"11805","Fis-57016","Periophthalmus chrysospilos"
"11806","Fis-57020","Pleurosicya bilobata"
"11807","Fis-57058","Redigobius isognathus"
"11808","Fis-57068","Redigobius tambujon"
"11809","Fis-57079","Siphamia jebbi"
"11810","Fis-57120","Taenioides anguillaris"
"11811","Fis-57179","Careproctus gilberti"
"11812","Fis-57183","Achiroides melanorhynchus"
"11813","Fis-57210","Rhinogobiops nicholsii"
"11814","Fis-57258","Istigobius diadema"
"11815","Fis-57266","Secutor interruptus"
"11816","Fis-57283","Pomacentrus armillatus"
"11817","Fis-57321","Pomacentrus geminospilus"
"11818","Fis-57405","Callionymus fluviatilis"
"11819","Fis-57414","Lycodes eudipleurostictus"
"11820","Fis-57417","Lycodes seminudus"
"11821","Fis-57444","Rhinobatos punctifer"
"11822","Fis-57449","Gobiopsis macrostoma"
"11823","Fis-57501","Paraliparis latifrons"
"11824","Fis-57502","Paraliparis paucidens"
"11825","Fis-57503","Rhinoliparis attenuatus"
"11826","Fis-57505","Osteodiscus cascadiae"
"11827","Fis-57507","Paraliparis cephalus"
"11828","Fis-57510","Acantholiparis opercularis"
"11829","Fis-57512","Careproctus oregonensis"
"11830","Fis-57516","Eleotris lutea"
"11831","Fis-57528","Taranetzella lyoderma"
"11832","Fis-57529","Lycodapus endemoscotus"
"11833","Fis-57562","Nezumia stelgidolepis"
"11834","Fis-57568","Lycenchelys crotalinus"
"11835","Fis-57570","Pachycara bulbiceps"
"11836","Fis-57574","Cyclothone signata"
"11837","Fis-57660","Hymenocephalus billsam"
"11838","Fis-57663","Benthalbella linguidens"
"11839","Fis-57849","Acanthosphex leurynnis"
"11840","Fis-57875","Gorgasia hawaiiensis"
"11841","Fis-57904","Gymnothorax fuscomaculatus"
"11842","Fis-57913","Oxyporhamphus micropterus"
"11843","Fis-57914","Photoblepharon steinitzi"
"11844","Fis-57917","Corythoichthys insularis"
"11845","Fis-57918","Dunckerocampus multiannulatus"
"11846","Fis-57922","Pseudanthias pulcherrimus"
"11847","Fis-57933","Plectroglyphidodon leucozonus"
"11848","Fis-57938","Halichoeres cosmetus"
"11849","Fis-57940","Macropharyngodon bipartitus"
"11850","Fis-57950","Chlorurus strongylocephalus"
"11851","Fis-57961","Enneapterygius obscurus"
"11852","Fis-57962","Aspidontus taeniatus"
"11853","Fis-57970","Amblyeleotris periophthalma"
"11854","Fis-57976","Priolepis cincta"
"11855","Fis-57981","Priolepis semidoliata"
"11856","Fis-57982","Trimma striatum"
"11857","Fis-57999","Bathycongrus wallacei"
"11858","Fis-58035","Bodianus neilli"
"11859","Fis-58036","Arothron diadematus"
"11860","Fis-58037","Canthigaster pygmaea"
"11861","Fis-58038","Ostracion trachys"
"11862","Fis-58043","Amblygobius semicinctus"
"11863","Fis-58044","Oxymonacanthus halli"
"11864","Fis-58046","Rhinecanthus assasi"
"11865","Fis-58054","Amphiprion leucokranos"
"11866","Fis-58055","Centropyge debelius"
"11867","Fis-58058","Bathygobius coalitus"
"11868","Fis-58059","Apolemichthys kingi"
"11869","Fis-58066","Chaetodon mesoleucos"
"11870","Fis-58068","Chaetodon gardineri"
"11871","Fis-58074","Pomacanthus rhomboides"
"11872","Fis-58081","Chelmonops curiosus"
"11873","Fis-58083","Chaetodon dialeucos"
"11874","Fis-58084","Mulloidichthys mimicus"
"11875","Fis-58103","Cheilodactylus pixi"
"11876","Fis-58104","Pempheris adusta"
"11877","Fis-58108","Pempheris mangula"
"11878","Fis-58112","Owstonia weberi"
"11879","Fis-58115","Ecsenius nalolo"
"11880","Fis-58116","Eviota guttata"
"11881","Fis-58117","Istiblennius unicolor"
"11882","Fis-58120","Blennioclinus brachycephalus"
"11883","Fis-58143","Eviota zebrina"
"11884","Fis-58147","Hoplopagrus guentherii"
"11885","Fis-58162","Etmopterus bigelowi"
"11886","Fis-58165","Etmopterus compagnoi"
"11887","Fis-58175","Lycodes esmarkii"
"11888","Fis-58177","Oplopomus caninoides"
"11889","Fis-58200","Antennatus sanguineus"
"11890","Fis-58211","Orthopristis forbesi"
"11891","Fis-58212","Xenocys jessiae"
"11892","Fis-58216","Apogon atradorsatus"
"11893","Fis-58219","Pleurosicya micheli"
"11894","Fis-58221","Acanthemblemaria castroi"
"11895","Fis-58234","Malacoctenus tetranemus"
"11896","Fis-58238","Priolepis nocturna"
"11897","Fis-58243","Malacoctenus zonogaster"
"11898","Fis-58246","Chaenopsis schmitti"
"11899","Fis-58248","Coryphopterus urospilus"
"11900","Fis-58253","Sueviota lachneri"
"11901","Fis-58258","Trimma emeryi"
"11902","Fis-58260","Lythrypnus gilberti"
"11903","Fis-58264","Trimma flammeum"
"11904","Fis-58268","Rypticus bicolor"
"11905","Fis-58269","Quassiremus evionthas"
"11906","Fis-58273","Narke capensis"
"11907","Fis-58277","Liopropoma fasciatum"
"11908","Fis-58278","Lepidonectes corallicola"
"11909","Fis-58285","Neoraja stehmanni"
"11910","Fis-58383","Trimmatom nanus"
"11911","Fis-58386","Mobula eregoodootenkee"
"11912","Fis-58398","Dasyatis chrysonota"
"11913","Fis-58405","Scomberesox saurus"
"11914","Fis-58409","Narcine rierai"
"11915","Fis-58443","Ophichthus serpentinus"
"11916","Fis-58475","Eustomias grandibulbus"
"11917","Fis-58485","Isurus oxyrinchus"
"11918","Fis-58490","Microphis brachyurus"
"11919","Fis-58514","Chlorurus capistratoides"
"11920","Fis-58515","Gonostoma atlanticum"
"11921","Fis-58516","Chlorurus japanensis"
"11922","Fis-58524","Pseudanthias parvirostris"
"11923","Fis-58526","Scopelosaurus herwigi"
"11924","Fis-58528","Pseudochromis coccinicauda"
"11925","Fis-58535","Coris batuensis"
"11926","Fis-58537","Halichoeres trispilus"
"11928","Fis-58543","Helcogramma maldivensis"
"11929","Fis-58548","Entomacrodus vermiculatus"
"11930","Fis-58560","Callionymus persicus"
"11931","Fis-58563","Synchiropus sechellensis"
"11932","Fis-58564","Synchiropus minutulus"
"11933","Fis-58566","Ablabys macracanthus"
"11934","Fis-58567","Cocotropus roseus"
"11935","Fis-58570","Kaupichthys diodontus"
"11936","Fis-58578","Plectorhinchus vittatus"
"11937","Fis-586","Etrumeus sadina"
"11938","Fis-58684","Tylosurus crocodilus"
"11939","Fis-58698","Physiculus japonicus"
"11940","Fis-58702","Bodianus opercularis"
"11941","Fis-58709","Oxycheilinus mentalis"
"11942","Fis-58711","Cirrhilabrus blatteus"
"11943","Fis-58712","Cirrhilabrus balteatus"
"11944","Fis-58715","Cirrhilabrus johnsoni"
"11945","Fis-58718","Conniella apterygia"
"11946","Fis-58720","Paracheilinus bellae"
"11947","Fis-58728","Coris auricularis"
"11948","Fis-58741","Acipenser gueldenstaedtii"
"11949","Fis-58742","Acipenser oxyrinchus"
"11950","Fis-58768","Minilabrus striatus"
"11952","Fis-58778","Thalassoma rueppellii"
"11953","Fis-58779","Larabicus quadrilineatus"
"11954","Fis-58786","Meiacanthus bundoon"
"11955","Fis-58789","Ecsenius aroni"
"11956","Fis-58799","Salarias alboguttatus"
"11957","Fis-58807","Cryptocentrus cryptocentrus"
"11958","Fis-58808","Cryptocentrus caeruleomaculatus"
"11959","Fis-58809","Cryptocentrus leptocephalus"
"11960","Fis-58810","Cryptocentrus lutheri"
"11961","Fis-58814","Zebrasoma rostratum"
"11962","Fis-58818","Cirrhitichthys guichenoti"
"11963","Fis-58823","Atrosalarias fuscus"
"11964","Fis-58856","Callionymus valenciennei"
"11965","Fis-58860","Callionymus planus"
"11966","Fis-58862","Callionymus draconis"
"11967","Fis-58866","Repomucenus virgis"
"11968","Fis-58868","Diplogrammus xenicus"
"11969","Fis-58910","Myripristis vittata"
"11970","Fis-58937","Rhinopias eschmeyeri"
"11971","Fis-58954","Pterois russelii"
"11972","Fis-58959","Phenacoscorpius adenensis"
"11973","Fis-58997","Malacoraja senta"
"11974","Fis-59130","Hippocampus breviceps"
"11975","Fis-59138","Pristiapogon fraenatus"
"11976","Fis-59151","Hippocampus fuscus"
"11977","Fis-59163","Ophidion rochei"
"11978","Fis-59174","Aidablennius sphynx"
"11979","Fis-59175","Callionymus fasciatus"
"11980","Fis-59177","Hippocampus spinosissimus"
"11981","Fis-59241","Oligolepis keiensis"
"11982","Fis-59296","Spicara australis"
"11983","Fis-59297","Spicara axillaris"
"11984","Fis-59322","Dichistius capensis"
"11985","Fis-59325","Dichistius multifasciatus"
"11986","Fis-59365","Solegnathus dunckeri"
"11987","Fis-59414","Chaetodon zanzibarensis"
"11988","Fis-59418","Emmelichthys nitidus nitidus"
"11989","Fis-59430","Plagiogeneion rubiginosum"
